학교,코드 번호,제목,Name,Strategic field,Keywords
TNO,TN-18,AEM electrolyser component validation_van Abkoude,Tara van Abkoude,"Semiconductor/Display, Hydrogen","Energy & Resources, Knowledge Services, New & Renewable Energy, Hydrogen, R&D / Engineering, Services, Testing/Inspection/Analy, sis Techniques"
TNO,TN-19,AI-Based Seamless In&Outdoor Positioning Tech in GNSS-Challenged Environments_Gaggar,Saarang Gaggar,"Advanced Mobility, AI, Advanced Robotics & Manufacturing","Mechanical and Materials, Mechanical and Materials, Automobile / Rail, Vehicles, Vehicle Intelligence, Technologies, Robotics/, Automation, Machinery, Measurement/Sensor, Technologies for, Automation"
TNO,TN-20,Real-Time Detector of DUI in Vehicle Environment using Multimodal Data_Gaggar,Saarang Gaggar,"Advanced Mobility, AI","Mechanical and Materials, Mechanical and Materials, Automobile / Rail, Vehicles, Safety Improvement, Technologies, Automobile / Rail, Vehicles, Vehicle Intelligence, Technologies"
TNO,TN-21,Non-Intrusive Assessment of Motion Sickness of Occupants in Automated Vehicles_Gaggar,Saarang Gaggar,"Advanced Mobility, AI","Mechanical and Materials, Mechanical and Materials, Automobile / Rail, Vehicles, Safety Improvement, Technologies, Automobile / Rail, Vehicles, Vehicle Intelligence, Technologies"
TNO,TN-22,Intelligent tire for improving vehicle performance in safety critical situations_Gaggar,Saarang Gaggar,"Advanced Mobility, AI","Mechanical and Materials, Mechanical and Materials, Automobile / Rail, Vehicles, Safety Improvement, Technologies, Automobile / Rail, Vehicles, Vehicle Intelligence, Technologies"
TNO,TN-23,"Localization and Perception for AVs Radar-based Point-Cloud Map-Matching, etc_Gaggar",Saarang Gaggar,Advanced Mobility,"Mechanical and Materials, Mechanical and Materials, Automobile / Rail, Vehicles, Safety Improvement, Technologies, Automobile / Rail, Vehicles, Vehicle Intelligence, Technologies"
TNO,TN-24,V2X Collaborative Perception for Increased Road Safety_Gaggar,Saarang Gaggar,"Advanced Mobility, Next-gen Communication","Mechanical and Materials, Mechanical and Materials, Automobile / Rail Vehi, cles, Vehicle Intelligence Tec, hnologies, Automobile / Rail Vehic, les, Safety Improvement Te, chnologies"
TNO,TN-25,Vibro-tactile Motion Cueing Seat for Mitigating Motion Sickness in AVs_Gaggar,Saarang Gaggar,Advanced Mobility,"Mechanical and Materials, Mechanical and Materials, Automobile / Rail, Vehicles, Vehicle Intelligence, Technologies, Automobile / Rail, Vehicles, Safety Improvement, Technologies"
TNO,TN-26,"Secure, EU-compliant Dynamic Battery Passport & AI Early-Warning System for EV Battery_Rath",Subhajeet Rath,"Secondary Battery, Advanced Mobility, Cybersecurity, AI","Electrical/Electronics, Information/Communication, Batteries, Secondary Batteries, Information Security, Service and Application, Security"
TNO,TN-27,AI-enabled battery DT and charging orchestration for large-scale EV fleet operations_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility, AI","Electrical / Electronics, Information / Communication, Batteries, Secondary Batteries, Software, SW Solutions"
TNO,TN-28,AI EV Charging Station Information & Charge Planning Platform with Energy Hub Optimization_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility, AI","Information & Communications, Electrical & Electronics, Software, Internet SW, Heavy, Electrical, Equipment, Power, conversion, equipment"
TNO,TN-29,DT and Safety Diagnostics for Hydrogen-Electric Maritime Powertrains_Mentink,Paul Mentink (M.Sc.),"Secondary Battery, Aerospace/Marine, Hydrogen","Electrical & Electronics, Information & Communications, Batteries, Secondary Batteries, Software, SW Solutions"
TNO,TN-30,"Secure maritime DT platform for electrified vessel EM, safety analytics & compliance reporting_Mentink",Paul,Aerospace/Marine,"Information & Communications, Electrical & Electronics, Software, SW Solutions, Batteries, Secondary Batteries"
TNO,TN-31,Integrated VCU-based powertrain and battery health management SW_Mentink,Paul Mentink,"Secondary Battery, Advanced Mobility","Electrical & Electronics, Electrical & Electronics, Batteries, Secondary Batteries, Heavy, Electrical, Equipment, Automated, control, equipment"
TNO,TN-32,H2-ready hybrid powertrain retrofit & validation plat. for marine propulsion & stationary generator sets_Mentink,Paul Mentink,"Secondary Battery, Hydrogen","Machinery & Materials, Energy & Resources, Shipbuilding & Marine, Systems, Main/auxiliary, and, propulsion, system, components, Renewable Energy, Hydrogen"
TNO,TN-33,Modular EM and Calibration Toolkit for Electrified Powertrains with Battery State Estimation_Mentink,Paul Mentink,Secondary Battery,"Electrical & Electronics, Information & Communications, Batteries, Secondary Batteries, Software, Embedded SW"
TNO,TN-34,Vehicle-in-the-Loop and Mixed Testing Platform for Heavy-Duty Off-Road and Defence Powertrains_Mentink,Paul Mentink,"Secondary Battery, Advanced Mobility, Hydrogen","Machinery & Materials, Knowledge Services, Automotive & Railway, Vehicles, Engines, and, powertrains, R&D, &, Engineering, Services, Testing/Inspection/Analy, sis Techniques"
TNO,TN-35,Battery-aware EV Charge Planning and DT Platform for Smart Charging and Grid-constrained Fleets_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility","Information & Communications, Electrical & Electronics, Software, Internet SW, Heavy Electrical, Equipment, Power conversion, equipment"
TNO,TN-36,"Smart Charging Platform with Charge Planning, Battery DT & Charger-Based Battery Diagnostics_Rath",Subhajeet Rath,"Secondary Battery, Advanced Mobility","Information & Communications, Electrical & Electronics, Software, Internet SW, Batteries, Secondary Batteries"
TNO,TN-37,Integrated charge planning and battery DT platform for electric heavy-duty fleets_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility, AI, Cybersecurity","Information & Communications, Electrical & Electronics, Software, Internet SW, Batteries, Secondary Batteries"
TNO,TN-38,DT optimised charge planning SW for commercial EV fleets and charging hubs_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility, AI","Information & Communications, Electrical & Electronics, Software, Internet SW, Heavy, Electrical, Equipment, Power, conversion, equipment"
TNO,TN-39,Charge Planning Tool and Vehicle DT for High-Power DC Charging Fleets_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility, AI","Information & Communications, Electrical & Electronics, Software, Internet SW, Batteries, Secondary Batteries"
TNO,TN-40,Charge Planning Tool for Fleet-aware Smart Charging of EV Fleets under Grid Constraints_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility","Information & Communications, Electrical & Electronics, Software, Internet SW, Heavy, Electrical, Equipment, Power, conversion, equipment"
TNO,TN-41,Algorithm dev. to estimate SoX and degradation from fast-charging BMS data for safe 2nd-life decisions_Rath,Subhajeet Rath,Secondary Battery,"Electrical & Electronics, Electrical & Electronics, Instrumentation, Safety, monitoring/diagnosis, measurement, and, control instruments, Batteries, Secondary Batteries"
TNO,TN-42,Predictive moisture-stability assessment and accelerated testing framework for sulfide-based solid electrolytes_Rath,Subhajeet Rath,None,"Electrical & Electronics, Electrical & Electronics, Batteries, Battery Materials, Batteries, Secondary Batteries"
TNO,TN-43,EIS and AI-based non-destructive battery safety and health diagnostics for EV and ESS_Rath,Subhajeet Rath,Secondary Battery,"Electrical & Electronics, Electrical & Electronics, Instrumentation, Safety, monitoring/diagnosis, measurement, and, control instruments, Batteries, Secondary Batteries"
TNO,TN-44,AI-based early detection and warning system for preventing battery fire_Rath,Subhajeet Rath,Secondary Battery,Electrical & Electronics Information & Communications Instrumentation Safety monitoring/diagnosis measurement and control instruments Software System Integration
TNO,TN-45,Dev of an AI diagnosis-based smart battery passport platform for in-use phase under a secure data infra_Rath,Subhajeet Rath,Secondary Battery,Electrical & Electronics Information & Communications Batteries Secondary Batteries Software System Integration 
TNO,TN-46,Cell-level DT for anode-free Li-metal battery pouch cells multi-physics model and safety prediction toolbox_Rath,Subhajeet Rath,Secondary Battery,"Electrical & Electronics, Electrical & Electronics, Instrumentation, Safety, monitoring/diagnosis, measurement, and, control instruments, Batteries, Secondary Batteries"
TNO,TN-47,EU-compliant Battery Passport & Physics-based DT for Sodium-ion Batteries_Rath,Subhajeet Rath,Secondary Battery,"Electrical & Electronics, Information & Communications, Batteries, Secondary Batteries, Software, System Integration"
TNO,TN-48,"Validated LTO battery modelling, safety marker detection and BMS optimisation for fast-charging applications_Rath",Subhajeet Rath,"Secondary Battery, Advanced Mobility","Electrical & Electronics, Electrical & Electronics, Batteries, Secondary Batteries, Instrumentation, Safety, monitoring/diagnosis, measurement and, control instruments"
TNO,TN-49,"Secure Battery Passport, Early Anomaly Detection Platform & Trusted Data Spaces_Rath",Subhajeet Rath,"Secondary Battery, Advanced Mobility","Electrical & Electronics, Information & Communications, Batteries, Secondary Batteries, Information Security, Common, Security, Technologies"
TNO,TN-50,Digital Product Passports for Iron & Steel Compliance & Added Value_Rongen,Sjoerd Rongen,Advanced Robotics & Manufacturing,"MechanicalㆍMaterials, Knowledge Services, Metal Materials, Other Metal Materials, Technologies, Added Value /, After-Sales Service, Product–Service, Maintenance / Operation /, After-Sales Management"
TNO,TN-51,Digital Product Passports for Added Value in Robotics and Manufacturing_Rongen,Sjoerd Rongen,Advanced Robotics & Manufacturing,"MechanicalㆍMaterials, Knowledge Services, Robotics/, Automation, Machinery, Other Robotics/Automation, Machinery Technologies, Added Value /, After-Sales Service, Product–Service, Maintenance / Operation /, After-Sales Management"
TNO,TN-52,ICE to EV Fleet decision conversion framework for commercial operations_Medina,Robinson Medina (TNO),"Secondary Battery, Advanced Mobility","Information & Communications, Energy & Resources, ITS & Telematics, Telematics, Application, Services, Power IT, Intelligent power grid, platform Technology"
TNO,TN-53,Integrated MBSE DT & Modular EM Strategy for Vessel Design & Onboard Energy Optimisation_Dadikozyan,Avedis Dadikozyan,"Advanced Mobility, Aerospace/Marine, AI","Information & Communication, Electrical & Electronics, Software, SW Solutions, Batteries, Secondary Batteries"
TNO,TN-54,Digital Battery Passport-ready BMS and Pack DT for Light-Mobility and Robotics Li-ion Battery Packs_Rath,Subhajeet Rath,"Secondary Battery, AI","Electrical & Electronics), Information & Communications, Batteries, Secondary Batteries, Information Security, Common, Security, Technologies"
TNO,TN-55,Ultra low loading thin film iridium catalyst PEM water electrolysis_Ambriz,Emilio Manrique Ambriz,Hydrogen,"Energy & Resources, Chemicals, New & Renewable Energy, Hydrogen, Chemical Processes, Catalyst Application, Technologies"
TNO,TN-56,Degradation-aware Vehicle EM and Battery Health Analytics for Electrification Platforms_Hoedemaekers,Erik Hoedemaekers,"Secondary Battery, Advanced Mobility, AI","Machinery & Materials, Information & Communications, Automotive & Railway, Vehicles, Electrical and electronic, devices (Code 100202), Software, Embedded SW (Code, 300801)"
TNO,TN-57,Scalable manufacturing and qualification of sulfide solid electrolytes for all-solid-state batteries_Podias,Andreas Podias,Secondary Battery,"Electrical & Electronics, Electrical & Electronics, Batteries, Battery Materials, Batteries, Manufacturing, and, Measurement, and, Evaluation Equipment"
TNO,TN-58,Lightweight long-endurance H-fuel cell agricultural UAV platform compliant with EU EASA_Wilkins,Steven Wilkins,"Advanced Mobility, Advanced Robotics & Manufacturing, AI, Hydrogen","Machinery & Materials, Energy & Resources, Aerospace Systems, Fixed-wing/rotary-wing, aircraft airframe, Renewable Energy, Fuel cells"
TNO,TN-59,AI-enabled nanogrid and microgrid EM platform with predictive DT for grid-resilient buildings_Wilkins,Steven Wilkins,AI,"Energy & Resources, Energy & Resources, Power IT, Microgrid technology, Power IT, Intelligent, power, grid, platform Technology"
TNO,TN-60,Real-time Battery DT and HIL Validation Suite for EV Powertrain Integration and Battery Safety Monitoring_Rath,Subhajeet Rath,"Secondary Battery, Advanced Mobility, AI","Machinery & Materials, Information & Communications, Automotive & Railway, Vehicles, System, integration, technology, Software, Embedded SW"
TNO,TN-61,VCU with Predictive EM & Battery Stress Constraints to Maximise Regenerative Brakings_Kupper,Frank Kupper,"Secondary Battery, Advanced Mobility","Electrical & Electronics, Information & Communications, Batteries, Application, and, Utilization Technologies, (HV,, etc.), (Code, 200903), Software, Embedded SW (Code, 300801)"
TNO,TN-62,Hybrid Vessel Energy Management and Battery Monitoring for High-Speed Workboats_Dankers,Thomas Dankers,"Secondary Battery, Advanced Mobility, Aerospace/Marine","Information & Communications, Electrical & Electronics, Software, SW Solutions, Batteries, Secondary Batteries"
TNO,TN-63,Safety and Validation of High-Si and 3D-Structured Li-Metal Anodes via Model-Based BMS_Hoedemaekers,Erik Hoedemaekers,Secondary Battery,"Electrical & Electronics (Code 200901), Electrical & Electronics (Code 200905), Batteries, Battery Materials, Batteries, Secondary Batteries"
TNO,TN-64,"DT & model-based state estimation for high-efficiency, long-lifetime VRFB-ESS_Hoedemaekers",Erik Hoedemaekers,Secondary Battery,"Electrical & Electronics (전기·전자), Electrical & Electronics (전기·전자), Batteries (전지), Secondary Batteries (이, 차전지), Heavy, Electrical, Equipment (중전기기), Energy, storage, equipment (에너지저장, 기기)"
